Business,Category,City,Phone,Address,Rating,Reviews,Web presence,Existing link,Score,Google Maps
Healthwise Chiropractic: Frye Dan DC,Massage therapist,Vista,(760) 726-8101,"510 Civic Center Dr, Vista, CA 92084",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJfTdubJ123IARf37TJhpiJbk
Healing Oak Acupuncture Clinic,Acupuncture clinic,Fallbrook,(760) 451-2188,"593 E Elder St, Fallbrook, CA 92028",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJgQUPo79-3IARvWgvoyFXf_k
Whole Body Massage and Yoga San Diego,Massage therapist,San Diego,(619) 534-7907,"4002 Park Blvd Ste A3, San Diego, CA 92103",4.9,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJj2trUOdU2YARaDTUka9M3k4
Variety Pet Food & Supplies,Pet supply store,Imperial Beach,(619) 575-4847,"1150 13th St, Imperial Beach, CA 91932",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJbQx7lp1N2YARpLqJfPoHDG4
Faithful Footsteps Daycare,Day care center,National City,(619) 254-2064,"1210 E 4th St, National City, CA 91950",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJzf9XmXhT2YARgkXAUfHMnDo
Stephanie's Auto Body & Paint,Auto body shop,Spring Valley,(619) 597-4003,"9020 Memory Ln Ste p, Spring Valley, CA 91977",4.5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJn5svv_FR2YARe1EuOo48fY4
Draco Fab Worx,Welder,Vista,(760) 522-1096,"1562 N Santa Fe Ave, Vista, CA 92083",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJoX1WXBr_24ARXg_CfYXd7oM
Shrimp on a Skateboard Mariscos,Restaurant,Vista,(760) 547-3460,"1244 N Santa Fe Ave, Vista, CA 92083",4.5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJE47eFbl33IARWlpLrLCATlg
Bestie Bears Playhouse (Family Child Daycare),Family day care service,San Diego,(858) 729-8734,"11073 Matinal Cir, San Diego, CA 92127",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJS1Y0qcD324ARwAezu0Ux54M
Milly Montessori School,Family day care service,San Diego,(858) 371-8088,"12140 Dormouse Rd, San Diego, CA 92129",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJQ5PJW_f524ARmADDf52Fanc
Lee's Window Cleaning & Custom,Window cleaning service,San Diego,(619) 342-5681,"845 Moana Dr, San Diego, CA 92106",4.8,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJs6CDt8ar3oARU49_Dvxd96w
Old Town Chiropractic,Chiropractor,San Diego,(619) 297-9355,"4062 Harney St, San Diego, CA 92110",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJYe_Ifd6q3oARgvp2vQ-rlVI
El Argentino Sanchez Auto Repair,Auto repair shop,Chula Vista,(619) 424-3740,"2530 Main St, Chula Vista, CA 91911",4.9,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJvx_Xep1O2YARal2F71z5mrA
Low Cost Automotive & Muffler,Auto repair shop,Chula Vista,(619) 862-4230,"330 Trousdale Dr, Chula Vista, CA 91910",4.5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJkdps9oJO2YARhoFGCtQQ35I
Manning Chiropractic,Chiropractor,La Mesa,(619) 698-8411,"8060 University Ave, La Mesa, CA 91942",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJD9KSY5JX2YAR1nqlvgUW778
"Shawn P. Stoddard, DC",Chiropractor,Lemon Grove,(619) 466-0806,"7366 Broadway C, Lemon Grove, CA 91945",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJH9stsixR2YARx3D5JJ7KMFE
VALLEY AUTO COLLISION,Auto body shop,Spring Valley,(619) 467-7411,"8802 Troy St, Spring Valley, CA 91977",4.7,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJ1yhqT6BR2YARab53sLgKhbc
Mar-Fam Auto Repair,Auto repair shop,Escondido,(760) 746-3624,"151 N Rose St Ste a101c, Escondido, CA 92027",4.7,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJ82V_7MH024ARslzi03L0vOI
V&J custom upholstery,Upholstery shop,Vista,(760) 716-3440,"2253 S Santa Fe Ave, Vista, CA 92083",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJHyc6yaV13IARPOano5AJ_O4
MG FLOWERS - FLOWER SHOP,Florist,Oceanside,(760) 968-6670,"3379 Mission Ave, Oceanside, CA 92058",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJrRElujVw3IARc0xNKwoQzi4
Eagle Liquor,Liquor store,Chula Vista,(619) 476-0105,"1296 Third Ave Ste A, Chula Vista, CA 91911",4.5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJJZILu4hO2YARrvBNrykXS-g
Oros Ornametal Iron,Iron works,Oceanside,(760) 908-3716,"110 Copperwood Way Ste B, Oceanside, CA 92058",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJz8no_DRw3IARCF3B6P9oXNg
Village Copy,Copy shop,Fallbrook,(760) 731-7177,"132 S Main Ave, Fallbrook, CA 92028",4.9,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJscRdGJZ-3IARXkB_lmioLbM
Salas Car Detailing,Car detailing service,National City,(619) 951-9790,"512 W 17th St, National City, CA 91950",5,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJA3TilxFT2YAR9wan5_8u5io
M&C Tire Service,Tire shop,Escondido,(442) 248-7281,"728 N Escondido Blvd C, Escondido, CA 92025",4.6,13,No website,,16.2,https://www.google.com/maps/place/?q=place_id:ChIJN5JNGg_124ARMLIoEJtPwOc
Fallbrook Glass,Glass & mirror shop,Fallbrook,(760) 728-4493,"616 E Alvarado St Ste A, Fallbrook, CA 92028",3.3,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJ2bMN5b9-3IAR_gjqFc4bEpE
LJ Foot Care,Massage spa,La Mesa,(619) 582-1501,"7530 University Ave, La Mesa, CA 91942",3.5,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJU6IBWpdW2YARidIAKtM2Lfw
Home Bar Liquor & Deli,Check cashing service,San Diego,(858) 279-7337,"3550 Ashford St, San Diego, CA 92111",2.9,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJG5fwZuX_24ARsxKjVnOQVus
Campus Liquor,Liquor store,San Diego,(619) 265-2252,"5427 El Cajon Blvd, San Diego, CA 92115",3.3,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJMVLiMZ5W2YARgCoozpPQt0U
Midway Wine & Spirits,Liquor store,San Diego,(619) 222-3296,"3040 Midway Dr, San Diego, CA 92110",3,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJq9q_b-Oq3oARAWk6HFRfx8Q
Pro Cleaners Solana Beach Dry Cleaning,Dry cleaner,Solana Beach,(858) 509-1148,"661 Lomas Santa Fe Dr, Solana Beach, CA 92075",3.7,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJjb8OtDEJ3IARg5niT41CZow
Burns & Sons Trucking Inc,Trucking company,Spring Valley,(619) 460-5394,"9210 Olive Dr, Spring Valley, CA 91977",3.6,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJi47ldrpQ2YAR-f3g0lLt13o
Beachside Dry Cleaners & Tailoring,Tailor,Del Mar,(858) 925-7396,"2644 Del Mar Heights Rd, Del Mar, CA 92014",3.7,23,No website,,16.1,https://www.google.com/maps/place/?q=place_id:ChIJM1xQrwAJ3IARpjxzcva2-oo
Taxes & More,Tax preparation service,Chula Vista,(619) 426-3655,"985 Broadway, Chula Vista, CA 91911",4.2,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJMc7w89ZN2YAR9cC_dFyBPjk
Training Center,Addiction treatment center,Spring Valley,(619) 327-5400,"525 Grand Ave, Spring Valley, CA 91977",4.3,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJw7VwS2NQ2YARvhfMRmXQJGc
Barber of Seville,Barber shop,San Diego,(619) 298-7863,"4510 Park Blvd, San Diego, CA 92116",4.3,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJ9SAW0OFU2YARxphXzIEEcTo
"Lynn's Beauty, Hair Salon & Barber",Hair salon,San Diego,(619) 228-1381,"3784 Voltaire St, San Diego, CA 92107",3.9,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJ14e3z1Kq3oARSW4cTZdXgxE
Otay Villas Apartments,Apartment complex,San Diego,(619) 919-3402,"649 Picador Blvd, San Diego, CA 92154",3.9,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJReoajblO2YAReftcJtMoHkQ
LE CIRQUE,Aerial sports center,Chula Vista,(619) 796-7791,"821 Kuhn Dr Ste 109, Chula Vista, CA 91914",4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJ-QxgT0ZF2YAR1VSyVI87Hfk
Authentic Mexican Bakery,Bakery,Chula Vista,(619) 761-4025,"275 Quintard St, Chula Vista, CA 91911",4.4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJg4d_UI5O2YARDAR9v2hOvcQ
"Drazil Auto Repair & Sales, inc.",Auto repair shop,Fallbrook,(760) 728-0474,"1223 E Mission Rd, Fallbrook, CA 92028",4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJZ1Myfel-3IARJGi0ZzybNFs
"Hydro Flow Raingutter Systems, Inc",Gutter service,El Cajon,(619) 561-3129,"777 Mountain View Pl, El Cajon, CA 92021",4.4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJeVCoqX7i24ARahV3VQOA2Xk
Mercury Spa,Massage spa,San Diego,(858) 560-0680,"4411 Mercury St Family Life Lab, San Diego, CA 92111",3.8,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJrc3bQMD_24ARubCN1h4RLKQ
United Auto Repair,Auto repair shop,San Diego,(619) 583-0289,"4390 53rd St, San Diego, CA 92115",4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJZ5oK_CBU2YARdoWzaDd8L58
Lolis Flowers,Florist,San Diego,(619) 746-5457,"3820 University Ave, San Diego, CA 92105",4.4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJJZ6eqkNU2YARCFbR6rvXuGs
One Stop Auto Repair,Auto repair shop,El Cajon,(619) 444-2060,"1313 N 2nd St, El Cajon, CA 92021",4.1,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJ-QUc_3pZ2YARa--Y6JOqeOU
Rancho Vista Market,Grocery store,Vista,(760) 726-7360,"988 Civic Center Dr # H, Vista, CA 92083",4.4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJeyE9ayR03IARVOJCSkiB1mA
MGK Auto,Auto repair shop,San Diego,(619) 286-7781,"4835 El Cajon Blvd, San Diego, CA 92115",4.4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJ2Y7kRiNU2YARLc321MTa6-0
In & Out Auto Body,Auto body shop,San Diego,(619) 624-0026,"4610 El Cajon Blvd, San Diego, CA 92115",4.4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJl-fQDDxU2YARLr09Tx810tk
USA Collision Center,Auto body shop,El Cajon,(619) 444-1800,"289 Vernon Way, El Cajon, CA 92020",4.3,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJT4kW4oBZ2YAReh00IpAnB_8
Alexis Jumpers,Party equipment rental service,San Diego,(619) 288-6677,"6417 Imperial Ave a, San Diego, CA 92114",4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJM1ReUWxR2YARlk84NaO91SU
"Dr. Florabel F. Oliver Badillo, DMD",Dentist,San Diego,(858) 566-6099,"10717 Camino Ruiz, San Diego, CA 92126",3.9,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJOVvTnu7424ARW9Gz8sKi6vk
HOFER CORPORATION,Demolition contractor,San Diego,(619) 661-6053,"5662 Otay Valley Rd, San Diego, CA 92154",4.1,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJTcbHE7JI2YAR6LLz-b-4uOg
tires 4 less & lube,Oil change service,Escondido,(760) 755-7700,"2109 E Valley Pkwy, Escondido, CA 92027",4,16,No website,,16.0,https://www.google.com/maps/place/?q=place_id:ChIJDWCKtn_z24ARwt6jOgZDsz0
Mane Haven Salon,Hair salon,Carlsbad,(760) 330-1034,"3263 Camino De Los Coches #100, Carlsbad, CA 92009",4.8,23,Booking/3rd-party only,https://www.vagaro.com/manehaven1,15.8,https://www.google.com/maps/place/?q=place_id:ChIJua36XngL3IARVvX6hli_Jf8
LOVELOCK salon,Hair salon,San Diego,(619) 993-3961,"1259 Morena Blvd Ste c, San Diego, CA 92110",4.8,23,Booking/3rd-party only,https://booking-at-lovelock-salon-108546.square.site/,15.8,https://www.google.com/maps/place/?q=place_id:ChIJ56vVlumr3oARH1MksRTI0bY
Ocean Vista Chiropractic,Massage therapist,Vista,(760) 631-8000,"1011 S Santa Fe Ave Ste f, Vista, CA 92083",4.9,23,Social only,https://www.facebook.com/profile.php?id=100055291972180&mibextid=ZbWKwL,15.8,https://www.google.com/maps/place/?q=place_id:ChIJGe3yiXV03IARfPF22X4IWrI
Dulce Tentación,Creperie,National City,(858) 355-1600,"3400 E 8th St, National City, CA 91950",5,23,Booking/3rd-party only,https://dulce-tentacin-267439.square.site/,15.8,https://www.google.com/maps/place/?q=place_id:ChIJc1hRYOVR2YARKIRFvHjUtJQ
House of Wine and Spirits,Liquor store,San Marcos,(760) 471-1697,"1660 Capalina Rd, San Marcos, CA 92069",4.5,23,Social only,https://sites.google.com/view/houseofwineandspirit/beer?authuser=2,15.8,https://www.google.com/maps/place/?q=place_id:ChIJIb6XKxN13IARAxky_jJOA5Y
Celina Nails,Nail salon,Lemon Grove,(619) 467-7187,"7133 Broadway, Lemon Grove, CA 91945",3.5,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJEeU4qzJR2YAR6zfiG-HVMlM
Twin Oaks Nail & Spa,Nail salon,San Marcos,(760) 761-0789,"133 N Twin Oaks Valley Rd Unit 106, San Marcos, CA 92069",3.4,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJP60gzq-K24ARivbiX3E2TOE
King Deppe Insurance,Insurance agency,Escondido,(760) 871-8772,"330 W Felicita Ave # E4, Escondido, CA 92025",3.7,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJLxMtP9H024ARKZ9R3GkO2OI
The Paxton Effect LLC,Hair salon,Fallbrook,(442) 207-2926,"N Main Ave #123, Fallbrook, CA 92028",4.4,28,Booking/3rd-party only,https://thepaxtoneffect.wixsite.com/thepaxtoneffect,15.4,https://www.google.com/maps/place/?q=place_id:ChIJ3VWJjiJ_3IARMX77vsndwxk
Valerios,Bakery,San Diego,(858) 577-0000,"8955 Mira Mesa Blvd, San Diego, CA 92126",3.5,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJL5_MOeH424ARv_qfa_-Cd3U
Sunny Massage & spa,Massage spa,San Diego,(858) 987-3087,"4310 Genesee Ave, San Diego, CA 92117",3.7,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJm2kGfxkB3IARRAO2wYcqVz4
House Cleaning Specialists,House cleaning service,San Diego,(858) 284-6200,"437 J St #304, San Diego, CA 92101",3,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAPwI3IARfMPfYY91PSc
Family Decals,Decal supplier,National City,(619) 477-4442,"1021 Highland Ave, National City, CA 91950",3,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJByx07zlS2YARdad1n8MA0GQ
Bright Smile Dental Care,Dentist,El Cajon,(619) 441-2566,"1183 E Main St G, El Cajon, CA 92021",3,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJTcCIU6ZZ2YARy1essM1rJ04
Wash & Dry Laundry,Laundromat,San Diego,(619) 363-2761,"3576 National Ave, San Diego, CA 92113",2.8,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJ7S-f-qRT2YARMHw-ZgCGwWc
Vista Civic Center,Civic center,Vista,(760) 726-1340,"200 Civic Center Dr #100, Vista, CA 92084",3.7,22,No website,,15.4,https://www.google.com/maps/place/?q=place_id:ChIJqwKsgZx23IARPhsdSLjWgcA
DboiTheBarber,Barber shop,Chula Vista,(619) 677-0777,"1419 Hilltop Dr, Chula Vista, CA 91911",5,22,Social only,http://www.instagram.com/dboi_thebarber,15.1,https://www.google.com/maps/place/?q=place_id:ChIJt-0fZ69N2YARTXNo43YB_hE
The Barber Parlor,Barber shop,Escondido,(760) 670-8034,"325 E Grand Ave, Escondido, CA 92025",4.7,22,Booking/3rd-party only,https://www.styleseat.com/476?utm_campaign=SMS_profile_Provider,15.1,https://www.google.com/maps/place/?q=place_id:ChIJvZxUZmLz24ARJZxEagdjZQQ
South Carlsbad,Hair salon,Carlsbad,(760) 579-9429,"7188 Avenida Encinas Ste 13, Carlsbad, CA 92011",5,22,Booking/3rd-party only,https://www.vagaro.com/southcarlsbadbarber/,15.1,https://www.google.com/maps/place/?q=place_id:ChIJias_XqZz3IARNapDzSuVTqg
Humbled Barber,Barber shop,San Diego,(760) 960-5907,"10431 San Diego Mission Rd, San Diego, CA 92108",4.8,22,Booking/3rd-party only,http://humbldbarbershop.square.site/,15.1,https://www.google.com/maps/place/?q=place_id:ChIJ7wWLgNFV2YAR6sVtkch-TnM
Tim’s Scissors,Barber shop,San Diego,(619) 386-2579,"3065 Rosecrans Pl, San Diego, CA 92110",5,22,Booking/3rd-party only,https://timsscissorsbs.booksy.com/a/,15.1,https://www.google.com/maps/place/?q=place_id:ChIJX49xDQBV2YARAl72QqlnbqQ
Golden Star Heating and Cooling INC,HVAC contractor,El Cajon,(619) 635-7346,"656 Ballard St, El Cajon, CA 92019",4.8,22,Social only,https://www.facebook.com/profile.php?id=61556285745812&mibextid=wwXIfr&mibextid=wwXIfr,15.1,https://www.google.com/maps/place/?q=place_id:ChIJb41v72VZ2YARLodmg6y5c20
Big Fish Piercing,Body piercing shop,Solana Beach,(858) 259-7200,"222 N Acacia Ave, Solana Beach, CA 92075",5,22,Booking/3rd-party only,https://bigfishpiercing.square.site/,15.1,https://www.google.com/maps/place/?q=place_id:ChIJtS_b9tgP3IARQdm-GrHvDfM
Ant’s Junk Removal,Junk removal service,San Diego,(858) 716-7238,"12948 Via Caballo Rojo, San Diego, CA 92129",5,22,Booking/3rd-party only,https://antsjunkremoval.wixsite.com/antsjunk,15.1,https://www.google.com/maps/place/?q=place_id:ChIJW66RUGj524AR25Z_8WOXpNU
San Diego DJ,DJ service,Coronado,(619) 593-8860,"46 Half Moon Bend, Coronado, CA 92118",4.9,22,Social only,http://www.instagram.com/sandiegodj,15.1,https://www.google.com/maps/place/?q=place_id:ChIJ0bW7woBf2YARy8JSvBqhcts
NexFix Handyman & Remodeling,Handyman/Handywoman/Handyperson,San Diego,(619) 991-9159,"8405 Rio San Diego Dr, San Diego, CA 92108",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJtdm-fiY3GywRZx5KKKQ_fnU
JanFel Professional Services,Tax preparation service,El Cajon,(619) 757-3737,"1110 Petree St Apt. 23, El Cajon, CA 92020",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJj9E2bl_SuioRHt9Jblsmqv8
PROFESSIONAL TAX CENTER (PTC),Tax preparation service,San Marcos,(760) 566-7771,"574 E Mission Rd Ste C, San Marcos, CA 92069",4.4,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJjR9B3U913IARpBcPsmTCY2Y
de Jong Income Tax,Tax preparation service,Fallbrook,(760) 723-5215,"1615 S Mission Rd c, Fallbrook, CA 92028",4.3,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJr8xmp-d-3IARnu56Q48ArZU
Grand Auto Body and Paint San Diego,Towing service,San Diego,(619) 235-0093,"4059 College Ave, San Diego, CA 92115",4.7,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJcwokwXFT2YAR0pWoRK5otTA
Island Cleaners,Dry cleaner,Coronado,(619) 435-4935,"822 Orange Ave, Coronado, CA 92118",4.3,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJa41WPcqs3oARkGcn5Y2Jwx0
Moore Fitness,Personal trainer,San Diego,(619) 323-4232,"895 Park Blvd, San Diego, CA 92101",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJu6KImZSq3oAR-PrH0J6f-_I
Bristow Tax Prep,Tax preparation service,San Diego,(619) 535-8856,"2173 Logan Ave, San Diego, CA 92113",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJr45ODbVT2YARFo4CVTwLKg0
Terrific drains and plumbing,Plumber,Chula Vista,(619) 791-8425,"539 Casselman St, Chula Vista, CA 91910",4.7,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJsZhH4q9roUMRH7liyo9_nlk
Mathew W Simone Law Offices,Attorney,La Mesa,(619) 589-2121,"Parkway Professional Building, 9131 Fletcher Pkwy Unit 106, La Mesa, CA 91942",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJNfWoF3ZX2YARChTzbmWqPUI
Escondido Insurance Services,Auto insurance agency,Escondido,(760) 737-6042,"556 S Escondido Blvd, Escondido, CA 92025",4.7,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJ38HtHT7z24ARPrmHp9K76vE
Beauty Space Vista,Beauty salon,Vista,(442) 655-7177,"830 E Vista Way, Vista, CA 92084",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJpf_Ma4933IARHshC0PSQ2LU
Mane Event,Beauty salon,Ramona,(760) 789-3750,"1520 Main St Ste d, Ramona, CA 92065",4.4,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJDZO3dimd5BQRibOGcof3lDk
One Appliance Repair Center,Washer & dryer repair service,San Diego,(619) 914-5779,"715 Woodrow Ave, San Diego, CA 92114",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJbxJDtB9R2YARn8FcxLb81Gg
Siempre Bell@ Hair Salon,Beauty salon,National City,(619) 847-9048,"521 Highland Ave, National City, CA 91950",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJiZaDq1tT2YAREP6lRxCIqDQ
Jalisco Insurance,Auto insurance agency,National City,(619) 503-7831,"2443 E Plaza Blvd, National City, CA 91950",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJLfLqkydS2YARu7_zwkOltrE
Oceanside Appliance,Appliance repair service,Oceanside,(760) 754-8200,"1016 S Tremont St, Oceanside, CA 92054",3.8,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJJzEUcBhu3IARnQjLapPXz4Q
Ideal auto insurance,Auto insurance agency,Escondido,(858) 214-5309,"106 S Grape St #6, Escondido, CA 92025",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJd4-BEVrz24ARXLqgT42fW2Y
Fred Floyd Sewing Machine Company,Sewing machine repair service,San Marcos,(760) 724-7611,"165 Balboa St, San Marcos, CA 92069",4.7,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJDeR8bTNx3IARbgalhv_2EGw
Hair by Brenda,Hair salon,Poway,(760) 315-9822,"13557 Poway Rd Ste 131, Poway, CA 92064",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJyWE9Voz724ARL7yIOA6LX5o
Farrellsstyles Salon,Hair salon,Ramona,(760) 705-6953,"649 Main St Ste B, Ramona, CA 92065",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJye4AY5fo24ARTwzDe_hc5pQ
Green Care Companies Inc,Landscaper,Valley Center,(760) 978-3940,"30100 Valley Center Rd, Valley Center, CA 92082",4.5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJy7WyC5ON24AR7mXY7klJGAI
Fany's Beauty Salon,Beauty salon,San Diego,(619) 232-7454,"2705 Imperial Ave, San Diego, CA 92102",4.9,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJc4RfonFT2YARvXSUYEGMKCQ
Ooh La La Revue,Dance company,San Diego,(858) 456-4500,"3567 Del Rey St, San Diego, CA 92109",4.7,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJm1TI5TcB3IAR39SV7OZTjpQ
Cabrillo Cleaners,Dry cleaner,Coronado,(619) 437-4228,"1110 10th St, Coronado, CA 92118",4.8,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJ-U4S4Mus3oARJFKc7_RgN54
Fallbrook Tire,Tire shop,Fallbrook,(760) 783-1676,"733 E Mission Rd, Fallbrook, CA 92028",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJ4QC9MJV-3IARi6xzSwDliUE
Superhero Heating & Air Conditioning,HVAC contractor,San Diego,(619) 935-9521,"8996 Miramar Rd #310, San Diego, CA 92126",4.8,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJJePwp9b424ARDI3SD4gkkRk
R & I Auto Glass,Auto glass shop,San Diego,(619) 474-0011,"6516 Lockford Ave, San Diego, CA 92139",4.6,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJVzbHMIRR2YARErELXGlhfOE
ADS Roofing San Diego,Roofing contractor,San Diego,(619) 626-8364,"2010 Hancock St Ste 100, San Diego, CA 92110",4.7,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJ54pG78aNrIkRE1fcJ6p2FK4
Peaceful Spa,Spa,La Mesa,(619) 825-9989,"8274 Parkway Dr #102, La Mesa, CA 91942",4.2,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJxYTbrIxX2YARwuIPADfDbdk
InnerWorkings Massage,Massage therapist,La Mesa,(619) 928-2789,"8127 La Mesa Blvd Ste 102, La Mesa, CA 91942",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJN0kKfcxX2YARuWr1kyGCZCw
ec foot and body massage,Massage spa,Lakeside,(619) 334-0388,"13334 Hwy 8 Business Ste E, Lakeside, CA 92040",4.8,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJPVzw7N1Z2YARMsP1jCCOD98
CleanLand,Cleaning service,Santee,(619) 798-1062,"10863 2nd St, Santee, CA 92071",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJwzmcAkTj24ARUEaYEtxK-lk
Arabiya Aldhaher,Translation service,El Cajon,(619) 760-6297,"320 W Douglas Ave, El Cajon, CA 92020",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJN89d_MhZ2YARPZ5OkL9isFY
Rainbow Massage spa,Massage therapist,Vista,(760) 630-4358,"913 E Vista Way, Vista, CA 92084",3.9,15,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJbSN024923IARe3lvkGDRKT8
Master Choice Painting,Painter,Vista,(760) 535-9906,"3202, Vista, CA 92084",5,12,No website,,15.0,https://www.google.com/maps/place/?q=place_id:ChIJ02EEAu523IARVPjTzYvvhNk
